QueryID Q0 DocID Rank Score Doc2Vec
4 Q0 23830488 28 0.4054 Doc2Vec
4 Q0 8989616 29 0.3978 Doc2Vec
4 Q0 31682248 30 0.3916 Doc2Vec
4 Q0 72580164 31 0.3861 Doc2Vec
4 Q0 7583725 32 0.3855 Doc2Vec
4 Q0 520579 33 0.3831 Doc2Vec
4 Q0 1387104 34 0.3761 Doc2Vec
4 Q0 24575065 35 0.3652 Doc2Vec
4 Q0 7613033 36 0.3582 Doc2Vec
4 Q0 26798867 37 0.3578 Doc2Vec
4 Q0 3981613 38 0.3538 Doc2Vec
4 Q0 18576103 39 0.3532 Doc2Vec
4 Q0 41239107 40 0.3518 Doc2Vec
4 Q0 26673492 41 0.3499 Doc2Vec
4 Q0 52188256 42 0.3373 Doc2Vec
4 Q0 2492146 43 0.3363 Doc2Vec
4 Q0 9211173 44 0.3317 Doc2Vec
4 Q0 18062308 45 0.3297 Doc2Vec
4 Q0 13966946 46 0.3281 Doc2Vec
4 Q0 53211308 47 0.3254 Doc2Vec
4 Q0 25121903 48 0.3221 Doc2Vec
4 Q0 8963413 49 0.3206 Doc2Vec
4 Q0 4429932 50 0.3200 Doc2Vec
4 Q0 16806763 51 0.3194 Doc2Vec
4 Q0 9558539 52 0.3186 Doc2Vec
4 Q0 24557631 53 0.3178 Doc2Vec
4 Q0 3112885 54 0.3170 Doc2Vec
4 Q0 8398627 55 0.3150 Doc2Vec
4 Q0 57762078 56 0.3121 Doc2Vec
4 Q0 11884867 57 0.3117 Doc2Vec
4 Q0 20501163 58 0.3060 Doc2Vec
4 Q0 31208367 59 0.3023 Doc2Vec
4 Q0 72180760 60 0.2987 Doc2Vec
4 Q0 878526 61 0.2983 Doc2Vec
4 Q0 7975937 62 0.2969 Doc2Vec
4 Q0 15476777 63 0.2916 Doc2Vec
4 Q0 5222182 64 0.2914 Doc2Vec
4 Q0 825728 65 0.2898 Doc2Vec
4 Q0 10958594 66 0.2778 Doc2Vec
4 Q0 21859699 67 0.2742 Doc2Vec
4 Q0 22942787 68 0.2725 Doc2Vec
4 Q0 40667577 69 0.2670 Doc2Vec
4 Q0 17685207 70 0.2646 Doc2Vec
4 Q0 14664424 71 0.2633 Doc2Vec
4 Q0 24726600 72 0.2629 Doc2Vec
4 Q0 42731834 73 0.2603 Doc2Vec
4 Q0 15648443 74 0.2595 Doc2Vec
4 Q0 20187433 75 0.2572 Doc2Vec
4 Q0 9274291 76 0.2514 Doc2Vec
4 Q0 18358026 77 0.2492 Doc2Vec
4 Q0 20839751 78 0.2428 Doc2Vec
4 Q0 7211056 79 0.2391 Doc2Vec
4 Q0 40913091 80 0.2235 Doc2Vec
4 Q0 22267225 81 0.2224 Doc2Vec
4 Q0 6334188 82 0.2179 Doc2Vec
4 Q0 17876040 83 0.2173 Doc2Vec
4 Q0 29981186 84 0.1906 Doc2Vec
4 Q0 12324049 85 0.1875 Doc2Vec
4 Q0 2328272 86 0.1819 Doc2Vec
4 Q0 13515165 87 0.1738 Doc2Vec
4 Q0 44562904 88 0.1736 Doc2Vec
4 Q0 841371 89 0.1716 Doc2Vec
4 Q0 27841037 90 0.1641 Doc2Vec
4 Q0 23639838 91 0.1383 Doc2Vec
4 Q0 32909242 92 0.1130 Doc2Vec
4 Q0 24190159 93 0.1091 Doc2Vec
4 Q0 2841164 94 0.1043 Doc2Vec
4 Q0 30226988 95 0.0951 Doc2Vec
4 Q0 28931537 96 0.0775 Doc2Vec
4 Q0 38886345 97 0.0686 Doc2Vec
4 Q0 9460704 98 0.0533 Doc2Vec
4 Q0 19130782 99 0.0418 Doc2Vec
4 Q0 13231899 100 0.0029 Doc2Vec
6 Q0 23117378 1 0.8284 Doc2Vec
6 Q0 2613775 2 0.7257 Doc2Vec
6 Q0 35521287 3 0.6344 Doc2Vec
6 Q0 20240998 4 0.5909 Doc2Vec
6 Q0 22543403 5 0.5071 Doc2Vec
6 Q0 14496749 6 0.4985 Doc2Vec
6 Q0 6853699 7 0.4761 Doc2Vec
6 Q0 21050357 8 0.4695 Doc2Vec
6 Q0 24525112 9 0.4574 Doc2Vec
6 Q0 22264117 10 0.4391 Doc2Vec
6 Q0 19824183 11 0.4291 Doc2Vec
6 Q0 37444589 12 0.4090 Doc2Vec
6 Q0 30292811 13 0.4059 Doc2Vec
6 Q0 8698208 14 0.4057 Doc2Vec
6 Q0 6957332 15 0.4054 Doc2Vec
6 Q0 36178047 16 0.4040 Doc2Vec
6 Q0 43311750 17 0.3852 Doc2Vec
6 Q0 4841908 18 0.3768 Doc2Vec
6 Q0 2058909 19 0.3718 Doc2Vec
6 Q0 154243324 20 0.3654 Doc2Vec
6 Q0 6313547 21 0.3605 Doc2Vec
6 Q0 40735046 22 0.3584 Doc2Vec
6 Q0 2425364 23 0.3496 Doc2Vec
6 Q0 16204011 24 0.3494 Doc2Vec
6 Q0 25953438 25 0.3463 Doc2Vec
6 Q0 4791384 26 0.3443 Doc2Vec
6 Q0 16180601 27 0.3365 Doc2Vec
6 Q0 24524403 28 0.3345 Doc2Vec
6 Q0 10984005 29 0.3342 Doc2Vec
6 Q0 74137632 30 0.3331 Doc2Vec
6 Q0 29526125 31 0.3309 Doc2Vec
6 Q0 24150328 32 0.3284 Doc2Vec
6 Q0 3944632 33 0.3263 Doc2Vec
6 Q0 29253460 34 0.3249 Doc2Vec
6 Q0 3462075 35 0.3243 Doc2Vec
6 Q0 15600979 36 0.3199 Doc2Vec
6 Q0 3471191 37 0.3192 Doc2Vec
6 Q0 40005757 38 0.3135 Doc2Vec
6 Q0 9167230 39 0.3126 Doc2Vec
6 Q0 24521894 40 0.3105 Doc2Vec
6 Q0 9622258 41 0.3059 Doc2Vec
6 Q0 14460402 42 0.3042 Doc2Vec
6 Q0 25612629 43 0.2945 Doc2Vec
6 Q0 21472388 44 0.2944 Doc2Vec
6 Q0 145383432 45 0.2888 Doc2Vec
6 Q0 22414304 46 0.2854 Doc2Vec
6 Q0 10574949 47 0.2826 Doc2Vec
6 Q0 34369306 48 0.2782 Doc2Vec
6 Q0 9254550 49 0.2768 Doc2Vec
6 Q0 40500723 50 0.2670 Doc2Vec
6 Q0 75636923 51 0.2646 Doc2Vec
6 Q0 323335 52 0.2598 Doc2Vec
6 Q0 23052989 53 0.2573 Doc2Vec
6 Q0 4550036 54 0.2571 Doc2Vec
6 Q0 3935126 55 0.2540 Doc2Vec
6 Q0 4422723 56 0.2539 Doc2Vec
6 Q0 7111021 57 0.2525 Doc2Vec
6 Q0 7647224 58 0.2515 Doc2Vec
6 Q0 6525844 59 0.2492 Doc2Vec
6 Q0 32084655 60 0.2466 Doc2Vec
6 Q0 7711685 61 0.2459 Doc2Vec
6 Q0 19332616 62 0.2421 Doc2Vec
6 Q0 13791044 63 0.2357 Doc2Vec
6 Q0 21232018 64 0.2331 Doc2Vec
6 Q0 21479231 65 0.2328 Doc2Vec
6 Q0 52072815 66 0.2236 Doc2Vec
6 Q0 34025053 67 0.2193 Doc2Vec
6 Q0 25182647 68 0.2160 Doc2Vec
6 Q0 19308127 69 0.2119 Doc2Vec
6 Q0 21870716 70 0.2113 Doc2Vec
6 Q0 21489324 71 0.2110 Doc2Vec
6 Q0 22442133 72 0.2109 Doc2Vec
6 Q0 34544514 73 0.2096 Doc2Vec
6 Q0 27099731 74 0.2094 Doc2Vec
6 Q0 38630735 75 0.2069 Doc2Vec
6 Q0 23670644 76 0.2060 Doc2Vec
6 Q0 33257464 77 0.2042 Doc2Vec
6 Q0 1263446 78 0.2026 Doc2Vec
6 Q0 2488880 79 0.1982 Doc2Vec
6 Q0 13900610 80 0.1971 Doc2Vec
6 Q0 32263707 81 0.1919 Doc2Vec
6 Q0 17877537 82 0.1915 Doc2Vec
6 Q0 2466614 83 0.1862 Doc2Vec
6 Q0 45276789 84 0.1844 Doc2Vec
6 Q0 37118634 85 0.1791 Doc2Vec
6 Q0 11441172 86 0.1779 Doc2Vec
6 Q0 4983 87 0.1754 Doc2Vec
6 Q0 15692098 88 0.1602 Doc2Vec
6 Q0 14319754 89 0.1549 Doc2Vec
6 Q0 12030735 90 0.1512 Doc2Vec
6 Q0 5132358 91 0.1501 Doc2Vec
6 Q0 1686881 92 0.1449 Doc2Vec
6 Q0 37731372 93 0.1341 Doc2Vec
6 Q0 15274349 94 0.1295 Doc2Vec
6 Q0 4432763 95 0.1215 Doc2Vec
6 Q0 1946610 96 0.1098 Doc2Vec
6 Q0 41852733 97 0.1047 Doc2Vec
6 Q0 18414462 98 0.0869 Doc2Vec
6 Q0 4928282 99 0.0753 Doc2Vec
6 Q0 49429882 100 0.0229 Doc2Vec
9 Q0 44265107 1 0.6118 Doc2Vec
9 Q0 86129154 2 0.5030 Doc2Vec
9 Q0 13030852 3 0.4964 Doc2Vec
9 Q0 28419824 4 0.4860 Doc2Vec
9 Q0 8190282 5 0.4744 Doc2Vec
9 Q0 37029185 6 0.4492 Doc2Vec
9 Q0 24069089 7 0.4269 Doc2Vec
9 Q0 29366489 8 0.4073 Doc2Vec
9 Q0 26124606 9 0.4066 Doc2Vec
9 Q0 32787042 10 0.3955 Doc2Vec
9 Q0 25182647 11 0.3928 Doc2Vec
9 Q0 24700152 12 0.3890 Doc2Vec
9 Q0 26105746 13 0.3767 Doc2Vec
9 Q0 29022271 14 0.3711 Doc2Vec
9 Q0 2015126 15 0.3632 Doc2Vec
9 Q0 36124058 16 0.3605 Doc2Vec
9 Q0 40005757 17 0.3562 Doc2Vec
9 Q0 6491532 18 0.3476 Doc2Vec
9 Q0 27274441 19 0.3434 Doc2Vec
9 Q0 3847200 20 0.3428 Doc2Vec
9 Q0 30981192 21 0.3422 Doc2Vec
9 Q0 42800527 22 0.3354 Doc2Vec
9 Q0 13097856 23 0.3337 Doc2Vec
9 Q0 37699461 24 0.3326 Doc2Vec
9 Q0 21884059 25 0.3323 Doc2Vec
9 Q0 24726600 26 0.3317 Doc2Vec
9 Q0 22414304 27 0.3229 Doc2Vec
9 Q0 17374970 28 0.3203 Doc2Vec
9 Q0 11288846 29 0.3177 Doc2Vec
9 Q0 263364 30 0.3153 Doc2Vec
9 Q0 6112053 31 0.3134 Doc2Vec
9 Q0 27188320 32 0.3124 Doc2Vec
9 Q0 21700295 33 0.3071 Doc2Vec
9 Q0 10128893 34 0.3056 Doc2Vec
9 Q0 6580081 35 0.3024 Doc2Vec
9 Q0 52180874 36 0.3017 Doc2Vec
9 Q0 3090454 37 0.2999 Doc2Vec
9 Q0 3471191 38 0.2969 Doc2Vec
9 Q0 10958594 39 0.2968 Doc2Vec
9 Q0 8756719 40 0.2928 Doc2Vec
9 Q0 22874817 41 0.2912 Doc2Vec
9 Q0 7111021 42 0.2746 Doc2Vec
9 Q0 17433284 43 0.2729 Doc2Vec
9 Q0 23284774 44 0.2729 Doc2Vec
9 Q0 9056874 45 0.2726 Doc2Vec
9 Q0 22478394 46 0.2717 Doc2Vec
9 Q0 35301079 47 0.2716 Doc2Vec
9 Q0 38025907 48 0.2707 Doc2Vec
9 Q0 24980622 49 0.2678 Doc2Vec
9 Q0 515489 50 0.2677 Doc2Vec
9 Q0 10190462 51 0.2641 Doc2Vec
9 Q0 6477536 52 0.2624 Doc2Vec
9 Q0 7613033 53 0.2607 Doc2Vec
9 Q0 31562330 54 0.2596 Doc2Vec
9 Q0 24088502 55 0.2580 Doc2Vec
9 Q0 45461275 56 0.2532 Doc2Vec
9 Q0 825728 57 0.2521 Doc2Vec
9 Q0 19205326 58 0.2504 Doc2Vec
9 Q0 14192687 59 0.2471 Doc2Vec
9 Q0 19511011 60 0.2395 Doc2Vec
9 Q0 27243019 61 0.2369 Doc2Vec
9 Q0 25886725 62 0.2338 Doc2Vec
9 Q0 6718824 63 0.2254 Doc2Vec
9 Q0 14647747 64 0.2228 Doc2Vec
9 Q0 24724242 65 0.2207 Doc2Vec
9 Q0 10883736 66 0.2170 Doc2Vec
9 Q0 8642784 67 0.2154 Doc2Vec
9 Q0 21859699 68 0.2100 Doc2Vec
9 Q0 1986482 69 0.2015 Doc2Vec
9 Q0 16737210 70 0.1996 Doc2Vec
9 Q0 13282296 71 0.1976 Doc2Vec
9 Q0 41774099 72 0.1972 Doc2Vec
9 Q0 19130782 73 0.1926 Doc2Vec
9 Q0 23400191 74 0.1886 Doc2Vec
9 Q0 2266471 75 0.1874 Doc2Vec
9 Q0 17119869 76 0.1844 Doc2Vec
9 Q0 38664102 77 0.1826 Doc2Vec
9 Q0 3868322 78 0.1780 Doc2Vec
9 Q0 46266579 79 0.1700 Doc2Vec
9 Q0 40735046 80 0.1667 Doc2Vec
9 Q0 29387024 81 0.1658 Doc2Vec
9 Q0 21377587 82 0.1658 Doc2Vec
9 Q0 39985001 83 0.1640 Doc2Vec
9 Q0 21203899 84 0.1627 Doc2Vec
9 Q0 2496002 85 0.1542 Doc2Vec
9 Q0 38886345 86 0.1475 Doc2Vec
9 Q0 43587663 87 0.1459 Doc2Vec
9 Q0 17682477 88 0.1419 Doc2Vec
9 Q0 1886551 89 0.1307 Doc2Vec
9 Q0 13071728 90 0.1304 Doc2Vec
9 Q0 21616324 91 0.1302 Doc2Vec
9 Q0 14337960 92 0.1299 Doc2Vec
9 Q0 10300000 93 0.1229 Doc2Vec
9 Q0 8790729 94 0.1169 Doc2Vec
9 Q0 52188256 95 0.1057 Doc2Vec
9 Q0 11344428 96 0.0872 Doc2Vec
9 Q0 5597586 97 0.0832 Doc2Vec
9 Q0 7852582 98 0.0734 Doc2Vec
9 Q0 7034001 99 0.0704 Doc2Vec
9 Q0 26067999 100 0.0332 Doc2Vec
10 Q0 25510546 1 0.9803 Doc2Vec
10 Q0 7482674 2 0.6993 Doc2Vec
10 Q0 6191684 3 0.6930 Doc2Vec
10 Q0 32587939 4 0.6922 Doc2Vec
10 Q0 22995579 5 0.6881 Doc2Vec
10 Q0 15716328 6 0.6260 Doc2Vec
10 Q0 13958154 7 0.6185 Doc2Vec
10 Q0 13780287 8 0.6170 Doc2Vec
10 Q0 24865781 9 0.5979 Doc2Vec
10 Q0 14606752 10 0.5888 Doc2Vec
10 Q0 24670522 11 0.5878 Doc2Vec
10 Q0 8453819 12 0.5794 Doc2Vec
10 Q0 20904154 13 0.5719 Doc2Vec
10 Q0 24055603 14 0.5703 Doc2Vec
10 Q0 18358026 15 0.5666 Doc2Vec
10 Q0 20610557 16 0.5617 Doc2Vec
10 Q0 24510595 17 0.5613 Doc2Vec
10 Q0 11903247 18 0.5558 Doc2Vec
10 Q0 4680262 19 0.5372 Doc2Vec
10 Q0 19708993 20 0.5244 Doc2Vec
10 Q0 15615957 21 0.5243 Doc2Vec
10 Q0 23865182 22 0.5217 Doc2Vec
10 Q0 3591070 23 0.5203 Doc2Vec
10 Q0 4911006 24 0.5195 Doc2Vec
10 Q0 19561411 25 0.4761 Doc2Vec
10 Q0 29459383 26 0.4615 Doc2Vec
10 Q0 4399311 27 0.4577 Doc2Vec
10 Q0 22467585 28 0.4418 Doc2Vec
10 Q0 34753204 29 0.4289 Doc2Vec
10 Q0 22517564 30 0.4193 Doc2Vec
10 Q0 7875158 31 0.4161 Doc2Vec
10 Q0 24185667 32 0.4150 Doc2Vec
10 Q0 32532238 33 0.4109 Doc2Vec
10 Q0 42873134 34 0.4054 Doc2Vec
10 Q0 39481265 35 0.4024 Doc2Vec
10 Q0 5687200 36 0.3993 Doc2Vec
10 Q0 27665523 37 0.3935 Doc2Vec
10 Q0 26596106 38 0.3883 Doc2Vec
10 Q0 22820637 39 0.3869 Doc2Vec
10 Q0 42913391 40 0.3829 Doc2Vec
10 Q0 4701662 41 0.3785 Doc2Vec
10 Q0 13823200 42 0.3712 Doc2Vec
10 Q0 864491 43 0.3653 Doc2Vec
10 Q0 42240424 44 0.3545 Doc2Vec
10 Q0 2727303 45 0.3431 Doc2Vec
10 Q0 20261352 46 0.3431 Doc2Vec
10 Q0 9752604 47 0.3430 Doc2Vec
10 Q0 45820464 48 0.3418 Doc2Vec
10 Q0 350542 49 0.3385 Doc2Vec
10 Q0 7736860 50 0.3337 Doc2Vec
10 Q0 16546131 51 0.3319 Doc2Vec
10 Q0 6788835 52 0.3313 Doc2Vec
10 Q0 35760786 53 0.3271 Doc2Vec
10 Q0 39863735 54 0.3227 Doc2Vec
10 Q0 970012 55 0.3140 Doc2Vec
10 Q0 44562221 56 0.3139 Doc2Vec
10 Q0 43427621 57 0.3104 Doc2Vec
10 Q0 17416520 58 0.3069 Doc2Vec
10 Q0 20649327 59 0.3046 Doc2Vec
